snapshot_utc,exchange,underlying,instrument,expiry,strike,type,mark_price,bid,ask,mark_iv,delta,gamma,vega,theta,open_interest,volume_24h,underlying_price
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-90000-C,2027-03-26,90000,call,0.0723721185336808,0.072,0.073,0.4024879175328846,0.324894188227982,0.6281626954973141,0.0028908304804238926,-0.0002835640871641231,3870,40,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-85000-P,2027-03-26,85000,put,0.1612152662654925,0.16,0.1635,0.4011453052919231,-0.6900495790578351,2.703100145299422,0.002982753974894747,-0.0002915690027392643,925,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-85000-C,2027-03-26,85000,call,0.0921049879212834,0.0915,0.0925,0.4011453052919231,0.37909955489570213,0.5648018773923476,0.002982753974894747,-0.000291597644748328,7567,56,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-80000-P,2027-03-26,80000,put,0.1232253240324557,0.122,0.125,0.40181949768275443,-0.5716832764293164,2.4565205175212137,0.00296552921334874,-0.00029038790439047367,3301,230,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-100000-C,2027-03-26,100000,call,0.0451576784731033,0.0445,0.0455,0.4098323373707699,0.23135539936579705,0.6261433807043509,0.0025080228929866724,-0.00025051107749146076,60158,9,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-95000-P,2027-03-26,95000,put,0.2518775620098999,0.25,0.254,0.40548888770533087,-0.9198313027374859,3.0339028923713003,0.0027216120913003297,-0.00026887995156632435,4,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-95000-C,2027-03-26,95000,call,0.0569995876414983,0.0565,0.0575,0.40548888770533087,0.2751000822694086,0.6440401223575114,0.0027216120913003297,-0.000268960629519824,4353,402,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-90000-P,2027-03-26,90000,put,0.2043662448899863,0.203,0.2065,0.4024879175328846,-0.8071460712522339,2.892243214457746,0.0028908304804238926,-0.0002835094271828414,154,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-110000-C,2027-03-26,110000,call,0.0291382448157291,0.028,0.029,0.42147776232625395,0.16304640949627724,0.5386979541061856,0.0020485249787356155,-0.00021043242001712024,12644,20,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-105000-P,2027-03-26,105000,put,0.3567309387421693,0.342,0.366,0.41524152706371786,-1.126604872023362,3.229009109592254,0.002277282254105338,-0.0002303355395303671,29,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-105000-C,2027-03-26,105000,call,0.0360852683495753,0.0355,0.036,0.41524152706371786,0.19410876403689004,0.5875818374717497,0.002277282254105338,-0.00023046825342830276,2789,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-100000-P,2027-03-26,100000,put,0.3029195008536013,0.2995,0.3045,0.4098323373707699,-1.0264671111677763,3.1417884017714974,0.0025080228929866724,-0.0002504043815657431,99,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-130000-C,2027-03-26,130000,call,0.013914253287398,0.013,0.0135,0.45109016734275503,0.0854307715961409,0.3455730516203287,0.0013092851394929657,-0.00014394673725966886,2255,142,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-120000-P,2027-03-26,120000,put,0.5289691780166479,0.52,0.537,0.4356507602325215,-1.3928565608876544,3.4544965622854598,0.0016374933251881874,-0.00017365708140957203,2,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-120000-C,2027-03-26,120000,call,0.0196719635877649,0.0185,0.0195,0.4356507602325215,0.11653045175263337,0.4357225370048843,0.0016374933251881874,-0.0001738678492241616,3143,122,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-110000-P,2027-03-26,110000,put,0.4126677632204196,0.3975,0.4215,0.42147776232625395,-1.2205583520906533,3.305907477280047,0.0020485249787356155,-0.00021027368814696663,5,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-160000-C,2027-03-26,160000,call,0.0061731823700088,0.0055,0.006,0.4977920658201716,0.03955735487169482,0.17817396592752288,0.0007198204699060102,-0.00008733353776177006,1964,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-140000-P,2027-03-26,140000,put,0.7710978647704148,0.7615,0.7795,0.46693509386686777,-1.6965243161669628,3.7961379669394,0.001057823897570568,-0.00012007120934418158,0,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-140000-C,2027-03-26,140000,call,0.0102652582931468,0.0095,0.01,0.46693509386686777,0.06442719858003991,0.2742349374453948,0.001057823897570568,-0.00012038604904764307,3068,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-130000-P,2027-03-26,130000,put,0.6489791637404735,0.64,0.657,0.45109016734275503,-1.5497384920975044,3.6159115790076197,0.0013092851394929657,-0.00014368393350064332,0,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-200000-C,2027-03-26,200000,call,0.0028400942420008,,0.008,0.5504695702847899,0.01837114707672014,0.08656925896778647,0.00038149832466834134,-0.00005118439457837846,1275,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-180000-P,2027-03-26,180000,put,1.267973806382761,1.2565,1.28,0.5258597775023892,-2.2378196519664293,4.6498029593409,0.0005147342129538933,-0.00006544960020854965,0,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-180000-C,2027-03-26,180000,call,0.0040704158087229,0.0037,0.0043,0.5258597775023892,0.026260866994002676,0.12164192142003599,0.0005147342129538933,-0.000065972583689755,12000,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-160000-P,2027-03-26,160000,put,1.018541180895662,1.0085,1.0285,0.4977920658201716,-1.9729586619820223,4.203205999634957,0.0007198204699060102,-0.00008691462616943664,320,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-270326-200000-P,2027-03-26,200000,put,1.5182788768644244,1.5055,1.5315,0.5504695702847899,-2.497273873990426,5.117859301102079,0.00038149832466834134,-0.00005055733920830119,0,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260903-77250-C,2026-09-03,77250,call,0.0086351657918478,0.0085,0.009,0.3033771356211642,0.5744144261962392,21.878306374539967,0.00021801494893316167,-0.002903003408580571,400,400,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260903-77250-P,2026-09-03,77250,put,0.0051497274313854,0.005,0.0055,0.3033771356211642,-0.42215120369629905,23.87143763432504,0.00021801494893316167,-0.00290309664591576,90,90,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260904-77500-C,2026-09-04,77500,call,0.0099822947506166,0.0095,0.01,0.3222304214762274,0.49766452668518657,15.173227266069963,0.00030533254141351066,-0.002299482532721408,1570,3123,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260904-77500-P,2026-09-04,77500,put,0.0096968887807309,0.0095,0.01,0.3222304214762274,-0.5021101130264554,17.172776545493246,0.00030533254141351066,-0.002299487101404084,2536,2997,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260925-85000-P,2026-09-25,85000,put,0.1024970362841917,0.1015,0.1035,0.37137037978279785,-0.9217828883209646,4.6579203618916845,0.0006625816513968852,-0.000531704668017933,2816,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260925-85000-C,2026-09-25,85000,call,0.0088150518681131,0.008,0.0085,0.37137037978279785,0.17202857601763896,2.4702974332144776,0.0006625816513968852,-0.000531704668017933,22294,2862,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260925-45000-P,2026-09-25,45000,put,0.0001571260599175,0.0001,0.0004,0.8009643120873406,-0.0026357052705478566,0.04345408871434396,0.00001938799424584419,-0.00003355597441212594,18957,800,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260925-45000-C,2026-09-25,45000,call,0.42114901666317,0.4195,0.4215,0.8009643120873406,0.5764409523204775,-1.114699226467707,0.00001938799424584419,-0.00003355597441212594,530,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260905-75500-C,2026-09-05,75500,call,0.0297822613006103,0.029,0.0305,0.34325302845128514,0.7718630745609039,7.210051407445271,0.00025841646721934495,-0.0014128673765245697,205,313,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260905-75500-P,2026-09-05,75500,put,0.0035529847227958,0.0037,0.0038,0.34325302845128514,-0.20202320841019225,9.157823973387464,0.00025841646721934495,-0.0014128673765245697,526,528,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260903-76750-C,2026-09-03,76750,call,0.0128659641040244,0.0125,0.013,0.30522737708731246,0.7093357112497284,18.248239131090763,0.00018733681953396833,-0.0025095712860828717,300,320,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260903-76750-P,2026-09-03,76750,put,0.0029307952868057,0.003,0.0031,0.30522737708731246,-0.2807796556661592,20.22846986492254,0.00018733681953396833,-0.0025098412429499007,1262,1562,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260904-75500-C,2026-09-04,75500,call,0.0279335559326588,0.0275,0.0285,0.3268811082674976,0.8284507377628161,7.394240203582484,0.00017339177569808092,-0.001324067472607811,100,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260904-75500-P,2026-09-04,75500,put,0.0018505759774976,0.0023,0.0024,0.3268811082674976,-0.14552326608529964,9.342188211278717,0.00017339177569808092,-0.0013247789080194057,6310,6958,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260925-75000-P,2026-09-25,75000,put,0.0201372948720086,0.02,0.0205,0.35349283154760414,-0.3489486457879197,4.760734274545152,0.0009104651720499275,-0.0006954529521367103,8996,1281,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260925-75000-C,2026-09-25,75000,call,0.0551237792107628,0.0545,0.0555,0.35349283154760414,0.6161791168637895,2.830478749241734,0.0009104651720499275,-0.0006954529521367103,18708,367,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260925-40000-P,2026-09-25,40000,put,0.000046700750808,0.0001,0.0003,0.8603564910619459,-0.0007984826896518325,0.013552752438574062,0.000006520936034771913,-0.000012123058089941136,78151,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-260925-40000-C,2026-09-25,40000,call,0.4853728257314769,0.484,0.486,0.8603564910619459,0.5139363240579264,-1.0159168610565823,0.000006520936034771913,-0.000012123058089941136,973,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-50000-C,2026-12-25,50000,call,0.3689470943918733,0.3665,0.372,0.5122936949526923,0.5874743306789214,-0.8589060042970987,0.0005062980327487612,-0.00010999243619613828,830,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-45000-P,2026-12-25,45000,put,0.0036198592593589,0.0036,0.0038,0.563028806277782,-0.03050782487891976,0.2582567866627248,0.0003472718951491405,-0.0000856160468700562,25225,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-45000-C,2026-12-25,45000,call,0.4305765328101208,0.429,0.432,0.563028806277782,0.5414779629258323,-0.8857147889467792,0.0003472718951491405,-0.00008141613234159783,174,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-60000-C,2026-12-25,60000,call,0.2510315176301763,0.249,0.2525,0.4396733227081118,0.6368939339607563,-0.5041315230783787,0.0010582017955966078,-0.00020134510612117754,1004,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-55000-P,2026-12-25,55000,put,0.0088765267819069,0.0085,0.0095,0.47138795031292374,-0.07750605245624843,0.6565101567009217,0.0007392464569978508,-0.00015256490994762316,12682,200,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-55000-C,2026-12-25,55000,call,0.3087396411794234,0.3075,0.3105,0.47138795031292374,0.6215876881940041,-0.7416773245995834,0.0007392464569978508,-0.00014961552871807913,680,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-50000-P,2026-12-25,50000,put,0.0055372004177342,0.0055,0.006,0.5122936949526923,-0.048065433548580914,0.41217352415790587,0.0005062980327487612,-0.00011356708407513947,12810,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-25000-P,2026-12-25,25000,put,0.0007546444079231,0.0002,0.0032,0.8591557967662561,-0.005094316018337865,0.03670783551592597,0.00007124820460646234,-0.000026807799107138614,42278,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-70000-C,2026-12-25,70000,call,0.1497157571448129,0.149,0.1505,0.40028467924726024,0.5847689153929093,0.29143208315485164,0.0018287391614360826,-0.0003191962585260061,17566,0,77491
2026-09-02 04:39:45,okx,BTC,BTC-USD-261225-25000-C,2026-12-25,25000,call,0.6818984362651757,0.6815,0.684,0.8591557967662561,0.3126755660954133,-0.5988319287115763,0.00007124820460646234,-0.000020106817980851487,161,0,77491
