snapshot_utc,exchange,underlying,instrument,expiry,strike,type,mark_price,bid,ask,mark_iv,delta,gamma,vega,theta,open_interest,volume_24h,underlying_price
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-46000-P,2026-08-28,46000,put,0.00202437,0.0019,0.0022,57.26,,,,,619.0,1.6,64964.5
2026-07-20 04:06:58,deribit,BTC,BTC-25JUN27-80000-C,2027-06-25,80000,call,0.09523388,0.0945,0.0965,41.44,,,,,60.3,0.0,67381.99
2026-07-20 04:06:58,deribit,BTC,BTC-26MAR27-140000-C,2027-03-26,140000,call,0.00351318,0.0032,0.0039,43.23,,,,,756.3,0.0,66639.99
2026-07-20 04:06:58,deribit,BTC,BTC-21JUL26-69000-P,2026-07-21,69000,put,0.06637764,0.0605,0.1055,41.06,,,,,0.0,0.0,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-22JUL26-63000-C,2026-07-22,63000,call,0.02896473,0.025,0.04,36.04,,,,,0.0,0.0,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-7AUG26-67000-C,2026-08-07,67000,call,0.01605266,0.0155,0.0165,33.01,,,,,138.3,0.9,64825.21
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-50000-C,2026-07-31,50000,call,0.22849453,0.2245,0.2575,64.27,,,,,3.4,0.0,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-62000-C,2026-12-25,62000,call,0.13712363,0.135,0.139,41.41,,,,,197.6,0.1,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-25JUN27-82000-C,2027-06-25,82000,call,0.08709727,0.086,0.0885,41.28,,,,,22.3,0.0,67381.99
2026-07-20 04:06:58,deribit,BTC,BTC-25JUN27-110000-C,2027-06-25,110000,call,0.02559294,0.0245,0.0265,40.87,,,,,64.4,0.0,67383.23
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-30000-C,2026-09-25,30000,call,0.54114756,0.5405,0.543,83.45,,,,,107.3,0.0,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-108000-P,2026-07-31,108000,put,0.66722256,0.6115,0.728,66.12,,,,,0.0,0.0,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-25JUN27-85000-P,2027-06-25,85000,put,0.33752357,0.3335,0.342,41.09,,,,,4.5,0.0,67381.99
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-73000-C,2026-07-31,73000,call,0.00091385,0.0008,0.001,37.32,,,,,2120.3,0.4,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-26MAR27-108000-C,2027-03-26,108000,call,0.01365857,0.013,0.0145,40.22,,,,,57.0,0.0,66641.23
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-170000-C,2026-09-25,170000,call,6.647e-05,,0.0002,68.29,,,,,359.5,0.0,65195.67
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-60000-C,2026-12-25,60000,call,0.15582186,0.1535,0.158,42.16,,,,,789.0,0.0,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-190000-P,2026-09-25,190000,put,1.91421721,1.816,2.021,72.81,,,,,0.0,0.0,65195.67
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-98000-C,2026-07-31,98000,call,1.32e-06,,0.0001,60.4,,,,,1189.3,0.0,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-22JUL26-69000-C,2026-07-22,69000,call,0.00021492,0.0001,0.0003,39.95,,,,,7.7,7.6,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-73000-C,2026-08-28,73000,call,0.00804893,0.0075,0.0085,32.81,,,,,1082.8,5.3,64965.74
2026-07-20 04:06:58,deribit,BTC,BTC-24JUL26-64000-P,2026-07-24,64000,put,0.00951937,0.009,0.01,34.28,,,,,154.8,17.2,64734.61
2026-07-20 04:06:58,deribit,BTC,BTC-24JUL26-56000-C,2026-07-24,56000,call,0.13513517,0.1305,0.1655,56.49,,,,,0.1,0.0,64734.61
2026-07-20 04:06:58,deribit,BTC,BTC-26MAR27-55000-P,2027-03-26,55000,put,0.06514419,0.064,0.066,45.24,,,,,1354.0,0.0,66639.99
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-84000-C,2026-07-31,84000,call,4.647e-05,,0.0001,50.45,,,,,710.0,0.0,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-25JUN27-150000-C,2027-06-25,150000,call,0.00605157,0.0055,0.0065,42.76,,,,,84.5,0.1,67381.99
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-58000-C,2026-09-25,58000,call,0.13408823,0.131,0.1375,39.91,,,,,486.8,0.0,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-23JUL26-69000-P,2026-07-23,69000,put,0.06640044,0.0605,0.1055,35.77,,,,,0.0,0.0,64701.78
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-59000-P,2026-08-28,59000,put,0.01547697,0.015,0.016,38.62,,,,,508.4,54.9,64965.74
2026-07-20 04:06:58,deribit,BTC,BTC-26MAR27-106000-P,2027-03-26,106000,put,0.60569586,0.5985,0.655,40.1,,,,,0.0,0.0,66639.99
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-105000-C,2026-08-28,105000,call,0.0002088,0.0001,0.0004,53.55,,,,,160.6,0.0,64965.74
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-300000-P,2026-09-25,300000,put,3.60133238,3.446,3.768,84.97,,,,,0.0,0.0,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-48000-C,2026-08-28,48000,call,0.26381203,0.2605,0.2675,53.76,,,,,37.5,0.0,64965.74
2026-07-20 04:06:58,deribit,BTC,BTC-24JUL26-56000-P,2026-07-24,56000,put,0.00015073,0.0001,0.0002,56.49,,,,,798.4,3.2,64735.85
2026-07-20 04:06:58,deribit,BTC,BTC-21JUL26-66000-C,2026-07-21,66000,call,0.00115051,0.001,0.0013,31.11,,,,,51.7,8.4,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-210000-P,2026-12-25,210000,put,2.18849043,2.0805,2.3055,56.18,,,,,0.0,0.0,65864.99
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-35000-P,2026-09-25,35000,put,0.00190953,0.0018,0.002,72.47,,,,,874.3,1.5,65195.67
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-64000-P,2026-09-25,64000,put,0.05272265,0.052,0.0535,36.3,,,,,515.7,0.3,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-135000-P,2026-09-25,135000,put,1.07080864,1.0005,1.1475,58.93,,,,,11.5,0.0,65195.67
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-56000-P,2026-08-28,56000,put,0.00895777,0.0085,0.0095,41.78,,,,,748.9,0.8,64965.74
2026-07-20 04:06:58,deribit,BTC,BTC-20JUL26-70000-C,2026-07-20,70000,call,0.0,,0.0001,48.51,,,,,5.9,0.0,64701.78
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-80000-C,2026-12-25,80000,call,0.03539583,0.035,0.036,38.5,,,,,7533.5,9.9,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-105000-P,2026-12-25,105000,put,0.59931221,0.586,0.611,40.11,,,,,109.4,0.0,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-22JUL26-63500-P,2026-07-22,63500,put,0.00369917,0.0035,0.0039,34.68,,,,,9.2,6.2,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-200000-P,2026-12-25,200000,put,2.03673859,1.934,2.149,55.91,,,,,0.0,0.0,65864.99
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-115000-C,2026-07-31,115000,call,1.1e-07,,0.0001,72.75,,,,,182.3,0.0,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-21JUL26-59000-C,2026-07-21,59000,call,0.08819423,0.0835,0.119,52.65,,,,,0.0,0.0,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-26MAR27-60000-C,2027-03-26,60000,call,0.19114538,0.19,0.1925,43.54,,,,,721.3,0.0,66639.99
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-170000-P,2026-12-25,170000,put,1.58149956,1.494,1.6785,52.08,,,,,0.0,0.0,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-63000-C,2026-08-28,63000,call,0.06236133,0.061,0.063,35.47,,,,,737.9,2.5,64965.74
2026-07-20 04:06:58,deribit,BTC,BTC-23JUL26-65500-P,2026-07-23,65500,put,0.018654,0.018,0.019,31.36,,,,,0.7,0.7,64701.78
2026-07-20 04:06:58,deribit,BTC,BTC-7AUG26-68000-P,2026-08-07,68000,put,0.06050682,0.057,0.073,32.79,,,,,0.0,0.0,64825.21
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-72000-C,2026-12-25,72000,call,0.06680072,0.066,0.0675,39.06,,,,,1114.1,0.0,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-78000-C,2026-09-25,78000,call,0.0083946,0.008,0.009,33.98,,,,,4109.4,22.9,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-40000-P,2026-12-25,40000,put,0.01269557,0.0125,0.013,57.41,,,,,4011.5,3.7,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-20JUL26-62500-C,2026-07-20,62500,call,0.03405952,0.0125,0.0665,54.9,,,,,0.3,0.0,64701.78
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-135000-C,2026-12-25,135000,call,0.00128237,0.0011,0.0015,46.02,,,,,1062.9,0.0,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-22JUL26-72000-C,2026-07-22,72000,call,3.658e-05,,0.0001,50.35,,,,,0.0,0.0,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-81000-C,2026-07-31,81000,call,0.00013847,0.0001,0.0002,49.07,,,,,1464.6,0.0,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-7AUG26-64000-C,2026-08-07,64000,call,0.03750362,0.0365,0.038,34.72,,,,,68.0,1.5,64823.94
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-66000-P,2026-08-28,66000,put,0.05294745,0.052,0.0535,33.85,,,,,166.8,1.4,64965.74
2026-07-20 04:06:58,deribit,BTC,BTC-22JUL26-67000-P,2026-07-22,67000,put,0.03620981,0.0315,0.069,32.44,,,,,0.0,0.0,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-77000-C,2026-07-31,77000,call,0.00033005,0.0003,0.0004,43.51,,,,,2606.6,0.2,64777.16
2026-07-20 04:06:58,deribit,BTC,BTC-7AUG26-66000-P,2026-08-07,66000,put,0.03989071,0.039,0.0405,33.4,,,,,0.9,0.9,64823.94
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-104000-P,2026-12-25,104000,put,0.58442656,0.528,0.6515,39.89,,,,,0.0,0.0,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-20JUL26-66500-C,2026-07-20,66500,call,2.15e-06,,0.0001,41.6,,,,,46.4,17.8,64701.78
2026-07-20 04:06:58,deribit,BTC,BTC-24JUL26-68000-C,2026-07-24,68000,call,0.00131872,0.0012,0.0015,32.87,,,,,1977.5,77.3,64734.61
2026-07-20 04:06:58,deribit,BTC,BTC-25JUN27-68000-P,2027-06-25,68000,put,0.1692599,0.1675,0.171,42.87,,,,,6.1,0.0,67381.99
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-85000-P,2026-12-25,85000,put,0.31389699,0.308,0.3185,38.39,,,,,548.5,0.0,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-25DEC26-84000-P,2026-12-25,84000,put,0.30071544,0.294,0.3055,38.38,,,,,47.0,0.0,65866.87
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-85000-C,2026-07-31,85000,call,2.907e-05,,0.0001,50.45,,,,,1273.2,0.0,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-84000-P,2026-09-25,84000,put,0.29195653,0.2825,0.2995,35.79,,,,,34.7,0.0,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-26MAR27-180000-P,2027-03-26,180000,put,1.70226633,1.6105,1.8065,48.34,,,,,0.0,0.0,66639.99
2026-07-20 04:06:58,deribit,BTC,BTC-25JUN27-72000-C,2027-06-25,72000,call,0.1351696,0.1335,0.137,42.28,,,,,7.9,0.0,67383.23
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-102000-P,2026-07-31,102000,put,0.57459955,0.5215,0.6315,63.21,,,,,0.1,0.0,64777.16
2026-07-20 04:06:58,deribit,BTC,BTC-24JUL26-50000-C,2026-07-24,50000,call,0.22766543,0.1995,0.2535,62.56,,,,,0.0,0.0,64734.61
2026-07-20 04:06:58,deribit,BTC,BTC-31JUL26-92000-P,2026-07-31,92000,put,0.42022881,0.412,0.4715,53.45,,,,,0.4,0.0,64779.08
2026-07-20 04:06:58,deribit,BTC,BTC-20JUL26-62000-C,2026-07-20,62000,call,0.04178334,0.0125,0.074,57.56,,,,,0.2,0.0,64701.78
2026-07-20 04:06:58,deribit,BTC,BTC-25JUN27-110000-P,2027-06-25,110000,put,0.65797707,0.6255,0.7185,40.87,,,,,0.0,0.0,67381.99
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-150000-C,2026-09-25,150000,call,0.00017551,0.0001,0.0002,65.28,,,,,736.8,0.0,65195.67
2026-07-20 04:06:58,deribit,BTC,BTC-22JUL26-66000-C,2026-07-22,66000,call,0.0028078,0.0026,0.003,31.1,,,,,127.5,52.4,64703.66
2026-07-20 04:06:58,deribit,BTC,BTC-7AUG26-62000-P,2026-08-07,62000,put,0.01465509,0.014,0.015,36.57,,,,,109.8,75.2,64825.21
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-165000-P,2026-09-25,165000,put,1.53082726,1.446,1.624,68.29,,,,,0.0,0.0,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-20JUL26-70000-P,2026-07-20,70000,put,0.08185824,0.076,0.121,48.51,,,,,0.0,0.0,64701.78
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-60000-C,2026-09-25,60000,call,0.1108198,0.109,0.114,38.47,,,,,932.8,0.0,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-25SEP26-110000-P,2026-09-25,110000,put,0.68761938,0.6755,0.6975,47.94,,,,,116.1,0.0,65194.43
2026-07-20 04:06:58,deribit,BTC,BTC-28AUG26-66000-C,2026-08-28,66000,call,0.03706693,0.0365,0.0375,33.85,,,,,923.9,5.0,64965.74
