snapshot_utc,exchange,underlying,instrument,expiry,strike,type,mark_price,bid,ask,mark_iv,delta,gamma,vega,theta,open_interest,volume_24h,underlying_price
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-90000-C,2027-03-26,90000,call,0.0390877513063544,0.038,0.039,0.4063821573191813,0.19618802270981173,0.5366115232572108,0.0025047252679433526,-0.00021016302022097336,3508,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-85000-P,2027-03-26,85000,put,0.3181780756815906,0.3065,0.333,0.4057608992683965,-1.027058074000989,3.0916212267012493,0.0027930324966986587,-0.0002339956347400424,493,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-85000-C,2027-03-26,85000,call,0.0513609157939494,0.0505,0.051,0.4057608992683965,0.23971188688888523,0.5580813049215018,0.0027930324966986587,-0.0002339956347400424,4129,2,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-80000-P,2027-03-26,80000,put,0.2599173624704192,0.256,0.2605,0.40652252762440466,-0.9025111763764949,2.9319866497141183,0.0030395573201538037,-0.00025512706179933384,2574,1,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-100000-C,2027-03-26,100000,call,0.0230382310037095,0.022,0.0225,0.41071449970796514,0.12954954623691314,0.44584106256195405,0.001920913673758917,-0.0001628956383149041,59430,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-95000-P,2027-03-26,95000,put,0.4457521336028849,0.432,0.4815,0.40811051478348215,-1.256206557882068,3.3274211638588675,0.0022067607186269465,-0.00018594932300289156,3,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-95000-C,2027-03-26,95000,call,0.0298976607872862,0.029,0.0295,0.40811051478348215,0.15959516311249697,0.4958177218697374,0.0022067607186269465,-0.00018594932300289156,2038,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-90000-P,2027-03-26,90000,put,0.3804235676579746,0.3675,0.456,0.4063821573191813,-1.1450978182324076,3.2191832051416496,0.0025047252679433526,-0.00021016302022097336,4,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-110000-C,2027-03-26,110000,call,0.0140705071488418,0.013,0.014,0.4178113116787675,0.08579705623081565,0.34360162037108044,0.0014281308937579681,-0.0001231997368785901,3264,2,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-260731-63000-C,2026-07-31,63000,call,0.0402319054347362,0.0395,0.041,0.4077953542287595,0.7615425726736389,4.867485101956995,0.00029725736299817643,-0.0014546955352806265,10993,4,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-105000-P,2027-03-26,105000,put,0.582805794039061,0.5665,0.626,0.41400129797066615,-1.459575164701753,3.5233501545211148,0.0016595787335331128,-0.00014186038566678985,0,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-260731-63000-P,2026-07-31,63000,put,0.0049108133482003,0.0049,0.005,0.4077953542287595,-0.2029853544553665,6.796540956215006,0.00029725736299817643,-0.0014556642480055963,37342,988,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-105000-C,2027-03-26,105000,call,0.017914008295504,0.017,0.0175,0.41400129797066615,0.10525831639750317,0.39368319232260257,0.0016595787335331128,-0.00014186038566678985,1798,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-100000-P,2027-03-26,100000,put,0.5134113602832873,0.5015,0.5225,0.41071449970796514,-1.3607680548099974,3.4264762646557747,0.001920913673758917,-0.0001628956383149041,33,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-130000-C,2027-03-26,130000,call,0.005949312411239,0.005,0.006,0.43598999426909824,0.04006959045005028,0.19162346287145432,0.0007861073273823687,-0.00007076523275708625,940,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-120000-P,2027-03-26,120000,put,0.7974086292538405,0.6735,0.9,0.4264992633029302,-1.7304888997806938,3.8340053357369874,0.001055540108094783,-0.00009295111377052535,1,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-120000-C,2027-03-26,120000,call,0.0089608741183472,0.0085,0.009,0.4264992633029302,0.05789222147559906,0.25724309322440164,0.001055540108094783,-0.00009295111377052535,2023,206,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-110000-P,2027-03-26,110000,put,0.6534809493563776,0.546,0.7655,0.4178113116787675,-1.553552304920786,3.6223003426742837,0.0014281308937579681,-0.0001231997368785901,5,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-160000-C,2027-03-26,160000,call,0.0021438460939507,0.0015,0.0026,0.4649529847600044,0.015492777062072515,0.08388932845091183,0.0003543640719768221,-0.0000340189023028977,615,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-140000-P,2027-03-26,140000,put,1.0906251744021151,0.0001,2.1815,0.44576436694090554,-2.057958197238827,4.316596642070539,0.0005935065832208098,-0.00005462512734028668,0,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-140000-C,2027-03-26,140000,call,0.0041027934107063,0.0034,0.0044,0.44576436694090554,0.028486444226848415,0.14370735913918983,0.0005935065832208098,-0.00005462512734028668,1622,0,65280.2
2026-07-27 04:04:54,okx,BTC,BTC-USD-270326-130000-P,2027-03-26,130000,put,0.9434343804746904,0.0001,1.887,0.43598999426909824,-1.8973432909109336,4.066449225593422,0.0007861073273823687,-0.00007076523275708625,0,0,65280.2
